63.430457, 10.396023
63.430461, 10.396109
63.430410, 10.397354
63.430392, 10.397877
63.430343, 10.399276
63.430315, 10.400056
63.430269, 10.401461
63.429719, 10.401077
63.429531, 10.400961
63.428791, 10.400415
63.428409, 10.400104
63.427941, 10.399788
63.427844, 10.398573
63.427702, 10.396577
63.427637, 10.395488
63.427622, 10.395234
63.427607, 10.395012
63.427561, 10.394116
63.427547, 10.393834
63.427518, 10.393249
63.427509, 10.393014
63.426499, 10.393374
63.426315, 10.393439
63.425753, 10.393535
63.424828, 10.393816
63.423495, 10.394199
63.422938, 10.394359
63.422852, 10.394377
63.422669, 10.394533
63.422043, 10.394679
63.421281, 10.395074
63.421130, 10.395141
63.420748, 10.395298
63.420511, 10.395412
63.420120, 10.395606
63.419751, 10.395807
63.419205, 10.396114
63.419083, 10.396176
63.418410, 10.396526
63.418086, 10.396705
63.416740, 10.397361
63.415371, 10.398079
63.415043, 10.398240
63.414972, 10.398274
63.414890, 10.398314
63.414324, 10.398594
63.414002, 10.398769
63.413831, 10.398847
63.412866, 10.399177
63.412780, 10.399203
63.412571, 10.399267
63.412470, 10.399296
63.411947, 10.399320
63.409549, 10.399037
63.409032, 10.398927
63.408681, 10.398815
63.408574, 10.398773
63.407916, 10.398487
63.404846, 10.397118
63.404543, 10.396983
63.404436, 10.396927
63.403795, 10.396633
63.402843, 10.396218
63.401586, 10.395617
63.399790, 10.394738
63.398961, 10.394223
63.398000, 10.393538
63.396648, 10.392182
63.395220, 10.390247
63.394775, 10.389558
63.391852, 10.384830
63.389712, 10.381616
63.384535, 10.376785
63.384243, 10.376583
63.384060, 10.376429
63.375632, 10.376831
63.374793, 10.377599
63.374205, 10.378098
63.373393, 10.378669
63.370644, 10.379732
63.370097, 10.379714
63.367173, 10.378476
63.365549, 10.377161
63.363254, 10.375069
63.362599, 10.374469
63.360643, 10.373018
63.360063, 10.372661
63.358296, 10.371745
63.349348, 10.370452
63.348473, 10.370331
63.344242, 10.368637
63.343660, 10.368118
63.339205, 10.362477
63.335593, 10.358675
63.334848, 10.357887
63.333731, 10.356714
63.332963, 10.355911
63.328172, 10.350523
63.327840, 10.349904
63.326642, 10.346463
63.326251, 10.344341
63.326106, 10.336238
63.323124, 10.316772
63.322495, 10.314416
63.321350, 10.309625
63.321269, 10.308737
63.321460, 10.306490
63.322371, 10.303925
63.322768, 10.302703
63.322756, 10.302463
63.322825, 10.302273
63.322895, 10.302230
63.323628, 10.299356
63.323796, 10.298085
63.324290, 10.291844
63.324533, 10.290228
63.324407, 10.280727
63.324095, 10.276775
63.323740, 10.274827
63.323013, 10.271128
63.322820, 10.270122
63.322488, 10.268228
63.322451, 10.267999
63.322212, 10.265924
63.322170, 10.265353
63.322121, 10.261812
63.322130, 10.261573
63.322281, 10.259437
63.322422, 10.257926
63.322955, 10.252237
63.324393, 10.233203
63.324570, 10.223477
63.324534, 10.222690
63.324377, 10.220486
63.324319, 10.219912
63.323597, 10.215231
63.323026, 10.212764
63.322820, 10.211981
63.322386, 10.210357
63.322190, 10.209663
63.321841, 10.208553
63.311804, 10.196711
63.309190, 10.188740
63.308461, 10.186262
63.307780, 10.182935
63.307493, 10.180741
63.307329, 10.178716
63.307307, 10.178273
63.307686, 10.169647
63.307718, 10.169321
63.307868, 10.168236
63.308604, 10.165007
63.309989, 10.161387
63.310219, 10.160674
63.311015, 10.156809
63.311719, 10.150751
63.321911, 10.123456
63.322423, 10.122174
63.324505, 10.113934
63.326031, 10.098725
63.324989, 10.087624
63.324323, 10.081904
63.324063, 10.080482
63.323097, 10.075692
63.322455, 10.071788
63.322171, 10.069598
63.322012, 10.067550
63.322414, 10.058022
63.322440, 10.056297
63.322370, 10.054062
63.322086, 10.051229
63.328523, 10.001366
63.328645, 10.001034
63.329110, 9.999753
63.330991, 9.994163
63.331117, 9.993720
63.331765, 9.991346
63.331897, 9.990797
63.331294, 9.918408
63.330887, 9.916102
63.329483, 9.910383
63.328769, 9.907564
63.327957, 9.904403
63.327283, 9.902021
63.325846, 9.897757
63.325193, 9.895979
63.319115, 9.881175
63.317437, 9.876472
63.317301, 9.875991
63.317195, 9.875612
63.316516, 9.873245
63.315868, 9.871508
63.315309, 9.870382
63.311811, 9.864581
63.309432, 9.859772
63.308938, 9.858724
63.308811, 9.858467
63.307895, 9.856844
63.307897, 9.856647
63.308199, 9.856373
63.308845, 9.856960
63.309317, 9.856629
63.309300, 9.855847
63.308998, 9.854484
63.308669, 9.853459
63.307938, 9.851992
63.307734, 9.851715
63.307409, 9.851299
63.307258, 9.851101
63.307227, 9.851059
63.306657, 9.850295
63.306449, 9.850080
63.305987, 9.849774
63.305593, 9.849543
63.304850, 9.849141
63.304706, 9.849063
63.304682, 9.849256
